company_name,name,description,link,start_date,host_company_domains,image,tweet_link,tweet_text,webinar_link,image_link,word
stripe,,,,,,,https://twitter.com/stripe/status/1321141034949238785,@FeldAryeh Thanks for clarifying! You'll want to save the PaymentIntent ID to your own database and associate it with the order (you can also add metadata to the PaymentIntent). You can then listen for the payment_intent.succeeded event. You may find this helpful: https://t.co/Pxa2qHvghS,https://stripe.com/docs/webhooks/integration-builder,,event
stripe,,,,,,,https://twitter.com/stripe/status/1320669672753299457,"@workingjubilee @SilverEagleDev @mitch_hots We're so sorry that this has happened. It's the cardholder's right to issue a chargeback, even in the case of donations. 3D Secure is an effective means of preventing fraudulent chargebacks, but you'd need to speak with ko-fi to find out if it can be enabled on their platform.",,,event
stripe,,,,,,,https://twitter.com/stripe/status/1317214922925871105,"@jackmcdade Thanks for this context, Jack—this helps. We're going to take a peek into your feedback a bit further. For the second half of your feedback around webhooks, would you mind sharing what types of events you're looking to test as well?",,,event
stripe,,,,,,,https://twitter.com/stripe/status/1311027104570576896,"@Argentor_ We're really sorry to hear that you received a dispute—unfortunately, we don't control the outcome of when one is placed. We have some tips on responding to disputes here: https://t.co/EE4qzxhzwj, and also have some additional tips on how to prevent them: https://t.co/LCyvkZlYc7",https://stripe.com/docs/disputes/responding,,event
stripe,,,,,,,https://twitter.com/stripe/status/1309411615578742784,"@MathieuDGO Sorry to see that you were hit with a dispute. Unfortunately, we don't have control over the outcome but we can help you prevent them and advise you on how best to respond to them. Feel free to send us an email via https://t.co/tcqnwTHWUW and we'll be happy to help.",https://support.stripe.com/contact,,event
stripe,,,,,,,https://twitter.com/stripe/status/1307941465251876866,"@petjato Unfortunately, this isn't possible—events aren’t available for longer than 30 days (while other historical objects are), sorry! https://t.co/7Lhcca7TmT",https://stripe.com/docs/api/events,,event
stripe,,,,,,,https://twitter.com/stripe/status/1305804453094854658,@CupcakeCornerUK We suggest reaching out to Eventbrite directly—they'll be best able to help you with this.,,,event
stripe,,,,,,,https://twitter.com/stripe/status/1300930927242215424,@kabandisaikia 👋 Hey Kabandi—you can achieve these types of notifications through the use of custom webhooks and listening for subscription events. We have a bit more on this here: https://t.co/fvqYf8QFy8.,https://stripe.com/docs/webhooks,,event
stripe,,,,,,,https://twitter.com/stripe/status/1295710082672537600,"@fredbradley Not at the moment, unfortunately. You can view a timeline of events using `/v1/events`, but this doesn't include notes (eg. ""Intake full""), which are Dashboard-only.",,,event
stripe,,,,,,,https://twitter.com/stripe/status/1285434827404173312,"@NadtakanF For Connect, both live and test webhooks will be sent to your production URLs—we recommend checking the livemode value when receiving an event webhook to know what action should be taken. https://t.co/RdLMa3LGVY,  https://t.co/HuDltoXf0d",https://stripe.com/docs/connect/webhooks,,event
stripe,,,,,,,https://twitter.com/stripe/status/1283126423289565185,@gerardnll 👋 It sounds like you're correctly using a live mode Connect account with your test mode keys. Your live mode Connect webhook endpoints can receive both live and test events.  Using the 'livemode' value can help identify each. We have more on this here: https://t.co/RdLMa3LGVY.,https://stripe.com/docs/connect/webhooks,,event
stripe,,,,,,,https://twitter.com/stripe/status/1283012161913192448,"@milos_djekic 3D Secure not only helps to prevent genuinely fraudulent transactions—it shifts liability to the card issuer, which means that you will not be deducted funds regardless of the whether or not the transaction is legitimate: https://t.co/8B2z4bjGCv",https://stripe.com/docs/payments/3d-secure#disputed-payments,,event
stripe,,,,,,,https://twitter.com/stripe/status/1282745680918978562,@romansorinn 👋 Hey there—we have a few tips on what to do if Stripe emails aren't coming to you (or are ending up in a filter): https://t.co/tfaWY7hBvp. You may be able to adjust your filter settings to prevent this.,https://support.stripe.com/questions/not-receiving-email-sent-from-stripe,,event
stripe,,,,,,,https://twitter.com/stripe/status/1280493865011683330,@g_silverfox We're so sorry that you've been hit with another dispute. There are measures you can take to help prevent fraudulent disputes from happening (most notably using 3D Secure and Chargeback Protection). We'd love to talk you through these in detail if you'd like to send us a DM?,,,event
stripe,,,,,,,https://twitter.com/stripe/status/1280061457632288768,"@Jaspind07199761 👋 Looks like each duplicate charge was taken a few minutes apart, which suggests that the customers may have clicked twice on the payment page (possibly because the page was lagging). You can use idempotency keys to prevent duplicate charges in future: https://t.co/mf3VQLXFNt",https://stripe.com/docs/error-handling#safely-retrying-requests-with-idempotency,,event
stripe,,,,,,,https://twitter.com/stripe/status/1277744826386128901,@Evanish You could add your own tracking for this using webhook events to listen for changes in subscriptions and cancellations. You might find https://t.co/VaTCh1PGXq helpful!,https://stripe.com/docs/billing/subscriptions/integrating-customer-portal#webhooks,,event
stripe,,,,,,,https://twitter.com/stripe/status/1270768053610045441,"@lukeredpath Hm, nothing that we're aware of at this time—mind sharing a bit more about what events you're running into issues with?",,,event
stripe,,,,,,,https://twitter.com/stripe/status/1266085562169077762,"@billxinli You'd be able to listen to changes to 'metadata' with webhooks whenever a .created or .updated event occurs. If you were to update a customer in the Dashboard for example, you could listen to customer.updated for any changes to metadata that occur.",,,event
stripe,,,,,,,https://twitter.com/stripe/status/1263980897533034496,"@Gtway2Morocco We're sorry to hear this was the outcome. The dispute process, including the outcome of a dispute, is managed by the bank: https://t.co/zbAaxlBtjt. 

While the outcome can't be changed, you might be able to prevent this in the future: https://t.co/LCyvkZlYc7.",https://support.stripe.com/questions/lost-dispute,,event
stripe,,,,,,,https://twitter.com/stripe/status/1257289164980211712,"@MrWeijland For Express and Custom accounts, it's the platform which is debited in the event of a negative balance: https://t.co/O1OS02ptoY",https://stripe.com/docs/connect/account-balances#accounting-for-negative-balances,,event
stripe,,,,,,,https://twitter.com/stripe/status/1255179884453752833,"@winnerscirclefc 😔 We're sorry this happened. We understand how impactful this is to your business, especially if charges are legitimate. While we can't change what happened, we'd encourage you to look at some of our tips on fraud prevention and disputes we have here: https://t.co/LCyvkZ4mNx.",https://stripe.com/docs/disputes/prevention,,event
stripe,,,,,,,https://twitter.com/stripe/status/1250544743995650053,"@Threepwood10 Thanks for sharing that—since it's isolated to one computer, it could likely be a firewall or third-party plugin preventing the page from loading. We'd recommend looking at your firewall settings, and checking to see if there are any plugins that could be a factor here.",,,event
stripe,,,,,,,https://twitter.com/stripe/status/1246141306147127305,"@hegemonster If you use webhooks to listen for the 'charge.refund.updated' event to occur, you'll be able to see this. These refunds statuses also exist in the refund object: https://t.co/f65zPUFnHS with a status of 'failed'.",https://stripe.com/docs/api/refunds/object,,event
stripe,,,,,,,https://twitter.com/stripe/status/1246141306147127305,"@hegemonster If you use webhooks to listen for the 'charge.refund.updated' event to occur, you'll be able to see this. These refunds statuses also exist in the refund object: https://t.co/f65zPUFnHS with a status of 'failed'.",https://stripe.com/docs/api/refunds/object,,event
