company_name,name,description,link,start_date,host_company_domains,image,tweet_link,tweet_text,webinar_link,image_link,word
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1321508551328714753,Join us virtually at the @CyberSummitUSA Columbus 2020 on October 30th! Speak to our experts to learn about our exceptional intelligence and cyber defense offerings. Register here with code BLUEVOYANT20: https://t.co/9mvT38UTBu #CyberSummitUSA https://t.co/ua0pRWa4Ys,https://cybersummitusa.com/summit/columbus20/,http://pbs.twimg.com/media/Elbw3n3WoAIWKDw.jpg,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1321436562924556288,Join Amy Williams’ upcoming session at @SecureNation’s panel event on November 12th at 11am ET: “Cybersecurity Protecting the Public: Preparing for #CMMC &amp; The Future of Education”. Reserve your seat here: https://t.co/sC3dmpDlSq https://t.co/n7Ffsm30Ji,https://attendee.gotowebinar.com/register/1684160853413447184?source=BlueVoyant,http://pbs.twimg.com/media/ElatEtVW0AAhtfC.jpg,event
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1321164765826289673,"Will you be attending the @DataConnectors St. Louis and Oklahoma Virtual Cybersecurity Summit on October 29th? Meet the BlueVoyant team exhibiting and join the expert panels, presentations, &amp; demonstrations! Sign-up here: https://t.co/2LMyS8hIdQ #CyberSecVirtual #DataConnectors https://t.co/kgIswtqqjn",https://www.dataconnectors.com/events/stlouis-oklahoma-2020/aff=BlueVoyant,http://pbs.twimg.com/media/ElVjg5iXIAUKWOA.jpg,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1318936500051021824,"Don’t forget to tune into @Advisen’s Cyber Risk Insights Conference New York: Day 2! Hear all the latest insurance and risk insight from thought leaders on ransomware, cyber risk modeling, and more. Register Now! https://t.co/nq6Upj1wKG #RiskManagement #CyberRisk https://t.co/4eOaoBRAfc",https://ev2.perigonlive.com/7-evt65f54b86028a47bfa302bfd961c66bd0,http://pbs.twimg.com/media/Ek3NsExW0AMxRpU.jpg,conference
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1318930040663412736,"Don't miss out on tomorrow's @DataConnectors Florida Caribbean Virtual Cybersecurity Summit! Speak with the BlueVoyant team and join the expert panels, presentations, &amp; demonstrations. It’s not too late to sign-up! https://t.co/wsTtDdjmZL #cybersecurityevent #CyberSecSummit https://t.co/OCN4oR7Dz0",https://www.dataconnectors.com/events/florida-caribbean/?aff=BlueVoyant,http://pbs.twimg.com/media/Ek27FIcXgAMktnj.jpg,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1318514604486647808,"WEBINAR 10/20: Join @Advisen’s Cyber Risk Insights Conference NY today for insights from Vincent D'Agostino and Sean Paul during their “Cyber Currents” conversation on post-event best practices in cyber, at 11 AM EDT. Register Now! https://t.co/nktqnVN6Xy #RiskManagement https://t.co/UYEOq35sH7",https://ev2.perigonlive.com/7-evt16b6ec22bb0f4e70957dc91887162b4e,http://pbs.twimg.com/media/EkxN_LGXIAAZJgn.jpg,conference
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1318250566166876161,Join us virtually tomorrow at the @CyberSummitUSA #Nashville Cyber Security Summit! Speak to our experts to learn about our exceptional intelligence and cyber defense offerings. Register here with code BLUEVOYANT20: https://t.co/aDnUo78x3e https://t.co/4gxwGW6ly2,https://cybersummitusa.com/summit/nashville20,http://pbs.twimg.com/media/EktFFFsXEAQiaky.jpg,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1318227912848560128,"Check out our new blog to learn the 7 types of Man-in-the-Middle (MitM) attacks performed by cybercriminals, including IP spoofing and email hijacking, and how you can prevent falling victim to an attack: https://t.co/f3Pm5QRPj8 #cybercrime #cyberattacks",https://www.bluevoyant.com/blog/man-in-the-middle,,event
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1317765012447002625,"RT @CyberSummitUSA: The first annual #Nashville #CyberSecuritySummit is on Tuesday, October 20th!

Join #InfoSec analysts and #CyberSecurit…",,,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1316363130398801926,Don't forget to tune in today to our CEO Jim Rosenthal and COO @JimPenrose speaking at @FSISAC's Virtual Summit. Learn how financial services firms can better manage cyber risks within the supply chain. https://t.co/aWSRk0GkY2  #FSISACSummit,https://www.fsisac.com/events/2020-americas-fall,,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1316091337763061761,Want to hear from IT #security experts about the best #cyberdefense for your company’s critical infrastructure? Don't miss this week's @CyberSummitUSA Scottsdale  Summit on October 15th. Sign up with code BLUEVOYANT20: https://t.co/BYYlFMiB0C #Scottsdale #cybersummit https://t.co/lGvK89OPZ3,https://cybersummitusa.com/summit/scottsdale20/,http://pbs.twimg.com/media/EkORxyWWoAAm6hM.jpg,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1314218999291416577,"Have you registered for the @DataConnectors Southern California Virtual Cybersecurity Summit from October 14-15? Meet our team exhibiting and join the expert panels, presentations, &amp; demonstrations conducted in real time! Sign-up here: https://t.co/0gHcZpF5bY #CyberSecVirtual https://t.co/wAyPKoVuaf",https://www.dataconnectors.com/events/socal2020/?aff=BlueVoyant,http://pbs.twimg.com/media/EjzpgUXXgAAaZTh.jpg,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1313901909279997956,Join us virtually on October 9th at the @CyberSummitUSA Seattle Cyber Security Summit. Speak to our experts to learn about our exceptional intelligence and #cyberdefense offerings. Register here with code BLUEVOYANT20: https://t.co/lWZErKBa9x https://t.co/mMOIIBITR4,https://cybersummitusa.com/summit/seattle20/,http://pbs.twimg.com/media/EjveejWXYAItHO2.jpg,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1313844546887966720,RT @DataConnectors: #thirdpartyrisks are becoming increasingly sophisticated. @BlueVoyant has your organization covered with expert-driven…,,,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1313479122841006080,Will you be joining us at the @DataConnectors San Antonio and Austin Virtual Cybersecurity Summit taking place on October 8th? Meet the BlueVoyant team exhibiting and join the security expert discussions. Sign-up here: https://t.co/fXwcKa0wVf #cybersecurityevent #DataConnectors https://t.co/2UC3YMK0Nb,https://www.dataconnectors.com/events/sanantonio-austin2020/?aff=BlueVoyant,http://pbs.twimg.com/media/EjlNvnBXkAEZ1JL.jpg,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1311281776619388928,Want to hear from IT #security experts about the best #cyberdefense for your company’s critical infrastructure? Don't miss tomorrow's @CyberSummitUSA Houston Cybersecurity Summit. Sign up with code BLUEVOYANT20: https://t.co/QJhWFmpObB #cybersummit https://t.co/7A75G5SaF9,https://cybersummitusa.com/summit/houston20/,http://pbs.twimg.com/media/EjKbzeRXgAAWzPk.jpg,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1310972607005515777,"We can’t wait to connect tomorrow at the @DataConnectors Capital Region Cybersecurity Summit for executives in Washington, D.C. and Baltimore. It’s not too late to sign up! Register here: https://t.co/5fEi9HkhTS  #DataConnectors #CyberSecVirtual https://t.co/AxphYwmbG7",https://www.dataconnectors.com/events/capital-region2020/aff=BlueVoyant,http://pbs.twimg.com/media/EjEuY5zXgAEMXPj.jpg,summit
BlueVoyant,,,,,,,https://twitter.com/BlueVoyant/status/1310640418384642049,Don't forget to tune into the virtual @NetDiligence Cyber Risk Summit starting tomorrow! Join more than 650 global #insurance professionals in attendance and glean cutting-edge insights from industry experts. Register today: https://t.co/QM2W14Ob7t https://t.co/MFYN6eHEvp,https://netdiligence.com/conferences/cyber-risk-summit-santa-monica-2020,http://pbs.twimg.com/media/EisJI4xWAAMxLls.jpg,summit
